hsk3.0	traditional	simplified	pinyin	translation
4	脫	脱	tuō	cast/come off, shed, take off, escape from
4	襪子	袜子	wà zi	socks, stockings, CL:隻|只[zhi1],對|对[dui4],雙|双[shuang1]
4	外匯	外汇	wàihuì	foreign exchange
4	外交官	外交官	wài jiāo guān	diplomat
4	外套	外套	wàitào	stragulum, overclothes, outerwear, pall, surcoat, overcoat, loose coat, greatcoat, manta, outer garment, topcoat, coat, bolero, lagging, benny
4	彎	弯	wān	to bend, bent, a bend, a turn (in the road etc), CL:道[dao4]
4	晚點	晚点	wǎn diǎn	(of trains etc) late, delayed, behind schedule, light dinner
4	萬一	万一	wànyī	conj.: just in case, if by any chance
4	王	王	wáng	Rex, ameer, king, prince, emeer, monarch, shah, emir, amir, Surname, sovereign, Wang
4	網絡	网络	wǎng luò	Internet, network (computing, telecommunications, transport etc)
4	網址	网址	wǎng zhǐ	website, web address, URL
4	微笑	微笑	wéixiào	smile
4	微信	微信	Wēi xìn	Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊|腾讯[Teng2 xun4])
4	圍巾	围巾	wéi jīn	scarf, shawl, CL:條|条[tiao2]
4	維持	维持	wéichí	keep, preserve
4	維護	维护	wéihù	safeguard, defend, uphold
4	維修	维修	wéixiū	keep in (good) repair, maintain
4	尾巴	尾巴	yǐba5	appendage, a person shadowing sb., stern, tail-like part, servile adherent, tail
4	未必	未必	wèibì	may_not, not necessarily, may not
4	未來	未来	wèi lái	future, tomorrow, CL:個|个[ge4], approaching, coming, pending
4	位於	位于	wèiyū	be situated, situated, locate, precede, lie, come, nestle, subsist, underlie, sit, be located, skirt, rank
4	位置	位置	wèizhì	positioning, site, stand, stance, about-face, lie, locality, spatial relation, setting, situs, locus, slot, ubiety, station, location, emplacement, ubication, situation, niche, positional, position, place, seat
4	味兒	味儿	wèir	taste
4	喂	喂	wèi	hello, hey
4	穩	稳	wěn	firm, stable, steady, staid, sedate, sure, certain
4	穩定	稳定	wěndìng	stable, steady
4	問候	问候	wèn hoù	to give one's respects, to send a greeting
4	無	无	wú	not have, there is not
4	無法	无法	wúfǎ	nohow, unable to, unable, cannot
4	無聊	无聊	wúliáo	bored, boring, senseless, silly, stupid
4	無論	无论	wúlùn	conj.: no matter what/how/etc., regardless
4	無數	无数	wúshù	countlessness, thousand, limitlessness, infinitude, boundlessness, trillions, millions, myriad, innumerableness, unboundedness, billions, zillions, jillions, host, countless, legion, det.: innumerable, incalculability, million, infiniteness, innumerability, immensity, umpteen
4	無所謂	无所谓	wúsuǒwèi	not deserve the name of, be indifferent, cannot be designated as, not matter, can't be considered as
4	無限	无限	wúxiàn	infinite, limitless
4	五顏六色	五颜六色	wǔ yán liù sè	multi-colored, every color under the sun
4	誤會	误会	wùhuì	misunderstanding
4	西瓜	西瓜	xīguā	water melon, watermelon
4	吸	吸	xī	drop, absorption, absorb, draw to oneself, sip, breathe in, attraction, suck, suck up, sup, draw_in, puff, drink, inhale, attract, inhaust
4	吸管	吸管	xī guǎn	(drinking) straw, pipette, eyedropper, snorkel, CL:支[zhi1]
4	吸收	吸收	xīshōu	absorb, suck up, assimilate, recruit
4	吸煙	吸烟	xī yān	to smoke
4	吸引	吸引	xīyǐn	engross, arrest, appeal, fascinate, attraction, fetch, draw, transfix, pull in, entrance, pull, enamour, spellbind, enamor, capture, trance, captivate, call, grip, fascination, absorb, bewitch, tempt, becharm, speak_to, fix, engage, catch, rivet, enchant, beguile, charm, seduce, take, enwrap, magnetize, draw in, attract
4	喜愛	喜爱	xǐài	like, love, be fond of
4	系列	系列	xìliè	succession, set, spectrum, course, train, series
4	系統	系统	xìtǒng	lineage, filiation, scheme, pedigree, system, formation, superstructure, programme, organization, succession, tract, system of rules, organisation, program
4	細	细	xì	fine, exquisite, minute, in small particles, meticulous, thin and soft, thin, careful, light, trifling, slender, delicate, detailed
4	細節	细节	xìjié	circumstance, minutiae, nicety, minutia, speciality, item, detail, particulars, punctilio, particular, point, specific, respect, regard, details
4	細緻	细致	xìzhì	careful, meticulous, painstaking
4	下個月	下个月	xià gè yuè	next month
4	下降	下降	xiàjiàng	descend, go/come down, drop, fall, decline
4	下樓	下楼	xiàlóu	Go downstairs
4	下載	下载	xià zǎi	to download, also pr. [xia4 zai4]
4	夏季	夏季	xià jì	summer
4	鱻	鲜	xiǎn, xiān, xiǎn	fish, old variant of 鮮|鲜[xian3], fish, old variant of 鮮|鲜[xian1]
4	鮮花	鲜花	xiān huā	flower, fresh flowers, CL:朵[duo3]
4	鮮明	鲜明	xiānmíng	bright (of color), distinct, distinctive
4	鹹	咸	xián	surname Xian, salted, salty, stingy, miserly
4	顯著	显著	xiǎnzhù	outstand, striking, noticeable, remarkable, appear, marked, notable, outstanding, stand_out
4	縣	县	xiàn	county
4	限制	限制	xiànzhì	restrictiveness
4	相處	相处	xiāngchǔ	get along (with one another)
4	相反	相反	xiāngfǎn	offending, adverse, opposite, converse, opposite, contrary, oppose, reverse
4	箱	箱	xiāng	m.[container]
4	箱子	箱子	xiāng zi	suitcase, chest, box, case, trunk, CL:隻|只[zhi1],個|个[ge4]
4	想念	想念	xiǎngniàn	imagine, long to see again, remember with longing, think_of, miss, yearn
4	想象	想象	xiǎng xiàng	to imagine, to fancy, CL:個|个[ge4]
4	項	项	xiàng	m.[general]
4	項目	项目	xiàngmù	event, head, item, particular, article, point, specific, entry, listing, clause, project
4	相片	相片	xiàngpiàn	exposure, print, semblance, likeness, photo, photograph, photographic print
4	消化	消化	xiāohuà	digest
4	銷售	销售	xiāoshòu	sell, market
4	小吃	小吃	xiǎo chī	snack, refreshments, CL:家[jia1]
4	小伙子	小伙子	xiǎo huǒ zi	young man, young guy, lad, youngster, CL:個|个[ge4]
4	小型	小型	xiǎoxíng	spyglass, miniature, small-sized, bar, small-scale, pettiness
4	效率	效率	xiàolù	sufficiency, effectualness, effectuality, productiveness, usefulness, efficiency, effectivity, effectiveness
4	些	些	xiē	m.[proximation]
4	心理	心理	xīnlǐ	mental_state, psychology, mentality
4	新郎	新郎	xīnláng	groom, bridegroom
4	新娘	新娘	xīnniáng	bride
4	新鮮	新鲜	xīnxiān	freshen, novel, fresh, new, strange
4	新型	新型	xīnxíng	pattern, novelty, of new type
4	興奮	兴奋	xīngfèn	excited
4	形容	形容	xíngróng	characterize, description, describe
4	形勢	形势	xíng shì	circumstances, situation, terrain, CL:個|个[ge4]
4	型	型	xíng	mold, type, style, model
4	型號	型号	xíng hào	model number
4	醒	醒	xǐng	waken, come to, wake up, sober up, be clear in mind, regain consciousness, wake, be awake, awaken, arouse, come alive, awake, be striking to the eye
4	興趣	兴趣	xìngqù	relish, appetite, zestfulness, dish, cup of tea, pastime, hobby, interest, gusto, bag, avocation, zest
4	性質	性质	xìngzhí	kidney, attribute, fibre, description, affection, temper, nature, self, mold, temperament, property, composition, character, hair, bent, kind, disposition, habitude, meridian, dimension, quality, note, sort
4	兄弟	兄弟	xiōngdì	brothers
4	胸部	胸部	xiōngbù	chest, breast, thorax
4	修理	修理	xiūlǐ	repair, mend, fix
4	選擇	选择	xuǎnzé	select, opt
4	學分	学分	xuéfēn	point, semester hour, course credit, credit
4	學年	学年	xuénián	school/academic year
4	學時	学时	xué shí	class hour, period
4	學術	学术	xuéshù	ology, academic, systematic learning, science, learning
4	學問	学问	xuéwèn	lear, ology, lore, knowledge, learning, acquirement, learnedness, cognition, erudition, letter, eruditeness, scholarship
4	尋找	寻找	xúnzhǎo	comb, locate, quest, search, scout, chase, reconnoiter, look_around, look_for, look, look for, find_out, pick, reconnoitre, prospect, hunt, seek, rummage, shop
4	迅速	迅速	xùnsù	fast, speedy, rapid, prompt
4	牙	牙	yá	ivory, cuspid, fang, broker, tooth-like thing, tusk, tooth
4	牙刷	牙刷	yá shuā	toothbrush, CL:把[ba3]
4	亞運會	亚运会	Yà yùn huì	Asian Games
4	呀	呀	ya	particle: replacing 啊 when preceding word ends in a, e, i, o, or (y)u; used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation
4	延長	延长	yáncháng	lengthen, prolong, extend
4	延期	延期	yán qī	to delay, to extend, to postpone, to defer
4	延續	延续	yánxù	continue, go on, last
4	嚴	严	yán	surname Yan, tight (closely sealed), stern, strict, rigorous, severe, father
4	嚴格	严格	yángé	rigorously enforce, rigorous, tight, grim, strict
4	嚴重	严重	yánzhòng	serious, significant, acute, critical, severe, grave
4	研究	研究	yánjiù	study, research
4	研究生	研究生	yánjiùshēng	don, postgraduate, grad student, grad, graduate student, student, graduate_student
4	研製	研制	yán zhì	to manufacture, to develop
4	鹽	盐	yán	salt
4	眼鏡	眼镜	yǎnjìng	cheater, lorgnon, spectacles, specs, glasses, spectacle, barnacles, eyeglasses, barnacle, eyeglass, glass
4	眼淚	眼泪	yǎnlèi	tear, teardrop, tears, eyedrop, waterworks
4	眼裏	眼里	yǎnlǐ	In the eyes
4	演講	演讲	yǎnjiǎng	lecture, speech
4	陽台	阳台	yángtái	veranda, pergola, patio, terrace, mirador, trysting place, balcony, gallery, piazza, gazebo, deck, verandah
4	養成	养成	yǎng chéng	to cultivate, to raise, to form (a habit), to acquire
4	腰	腰	yāo	isthmus, bend, haunch, middle, strategic pass, cingulum, reins, loin, pocket, small of the back, strait, waist of a garment, middle part, waist
4	搖	摇	yáo	rock, agitate, wigwag, row, pan, swing, shake, wave, scull, turn
4	藥物	药物	yàowù	healer, pharmic, medicine, druggery, curative, drug, pharmaceuticals, medicines, medicaments, medicinal, medicament, pharmaceutical, medication, remedy, drugs
4	要	要	yào	want, need, must, should
4	業餘	业余	yèyū	unpaid, dilettante, amateur, recreational
4	葉子	叶子	yèzi5	foliage, frond, leafage, leaf, leave
4	醫療	医疗	yīliáo	treat, cure
4	醫學	医学	yīxué	medicine, practice of medicine, medical science, leechcraft, physic, iatrology, medical
4	依靠	依靠	yīkào	rely/depend on
4	依然	依然	yīrán	notwithstanding, natheless, withal, even so, yet, nonetheless, nevertheless, all the same, however, still, as before
4	一律	一律	yīlù	equally, without exception
4	一再	一再	yīzài	repeatedly, again and again, time and again, over_and_over
4	一致	一致	yīzhì	symphonize, coheiress, identical, quadrate, accord, coincide, equate, homologize, answer, comport, concur, consist, unanimous, chime_in, agree, jibe, unite, square, correspond, consort
4	移	移	yí	removal, alteration, transform, shift, remove, movement, alter, change, move
4	移動	移动	yídòng	move, shift
4	移民	移民	yímín	emigrant/immigrant
4	遺產	遗产	yí chǎn	heritage, legacy, inheritance, bequest, CL:筆|笔[bi3]
4	遺傳	遗传	yíchuán	bequeath, pass on to next generation
4	疑問	疑问	yíwèn	interrogation, enquiry, question, interrogatory, demand, dubiousness, inquiry, interrogative, interrogative mood, doubtfulness, query, quaere, doubt
4	以及	以及	yǐjí	conj.: as well as, along with, and
4	以內	以内	yǐnèi	within, less than
4	一般來說	一般来说	yībānláishuō	generally speaking
4	義務	义务	yìwù	duty, obligation, volunteer duty
4	議論	议论	yìlùn	debate, discuss
4	引	引	yǐn	quote, cite
4	引導	引导	yǐndǎo	guide, lead
4	引進	引进	yǐnjìn	recommend, introduce from elsewhere
4	引起	引起	yǐnqǐ	elicit, beget, causation, give rise to, incite, pique, engender, bring_on, trigger, fire, compel, kick_up, superindividual, draw, spawn, invite, touch_off, occasion, lead, bring_about, procure, touch off, raise, enkindle, give, poke, produce, capture, generate, stir, arouse, excite, put forward, provoke, breed, bring, conjure up, grip, create, kindle, tempt, set_up, interest, give rise, enga
4	應	应	yīng	should, ought to
4	英勇	英勇	yīng yǒng	heroic, gallant, valiant
4	營業	营业	yíngyè	do business
4	贏得	赢得	yíngdé	nail down, rake_in, carry_off, nail, peg, conquer, try_for, gain, turn, win, garner, claim, earn, carry, capture, take, notch, nobble
4	影子	影子	yǐngzi5	umbra, sign, silhouette, reflection, trace, shadow, vague impression
4	勇敢	勇敢	yǒnggǎn	brave, courageous
4	勇氣	勇气	yǒngqì	gameness, pluck, guts, mettle, braveness, grit, heart, moxie, courage, backbone, boldness, pride, gutsiness, nerve, pecker, courageousness, valour, spirit, spunk, gallantry, valor, virtue, audacity, bravery, pluckiness, gumption, sand, gut, valiance
4	用途	用途	yòngtú	purpose, service, help, use, value, mileage, avail
4	優良	优良	yōuliáng	fine, good
4	優美	优美	yōuměi	graceful, exquisite
4	優秀	优秀	yōuxiù	outstanding, excellent
4	郵局	邮局	yóujú	post office
4	有勁兒	有劲儿	yǒu jìnr	Strength
4	有趣	有趣	yǒuqù	merry, fascinating, interesting, fun, amusive, comic, amusing
4	有限	有限	yǒuxiàn	limited, finite
4	幼兒園	幼儿园	yoù ér yuán	kindergarten, nursery school
4	於是	于是	yūshì	conj.: thereupon, hence, consequently, as a result
4	語法	语法	yǔfǎ	phraseology, parlance, language, syntax, locution, sentence structure, grammar, expression, wording, phrasing, phrase structure, diction
4	語音	语音	yǔyīn	spoken pronunciation of characters, pronunciation, spoken (vs. written) pronunciation of characters, speech sounds, phonetic
4	玉	玉	yū	jade
4	玉米	玉米	yù mǐ	corn, maize, CL:粒[li4]
4	預測	预测	yūcè	calculate, forecast
4	預訂	预订	yù dìng	to place an order, to book ahead
4	遇	遇	yū	meet, encounter, treat, receive
4	遇到	遇到	yūdào	come across, run_into, receive, meet with, encounter, run into, meet, befall
4	遇見	遇见	yù jiàn	to meet
4	原料	原料	yuánliào	making, stuff, feedstock, ingredient, primary, raw_material, fodder, material, staple, raw material
4	原則	原则	yuánzé	god, rule, formula, regulation, principle, fundamental, axiom, basis, linguistic rule, faith, principium
4	圓	圆	yuán	round, satisfactory, comprehensive
4	圓滿	圆满	yuánmǎn	satisfactory
4	約會	约会	yuē huì	appointment, engagement, date, CL:次[ci4],個|个[ge4], to arrange to meet
4	月底	月底	yuè dǐ	end of the month
4	閱讀	阅读	yuèdú	study, read, peruse
4	運動會	运动会	yùndònghuì	sports meeting, sport, gymkhana, athletic meeting, fixture, gate, game, sports meet, games, sports_meeting, meet
4	運動員	运动员	yùn dòng yuán	athlete, CL:名[ming2],個|个[ge4]
4	運氣	运气	yùnqì	fortune, luck
4	運用	运用	yùnyòng	utilize, wield, apply
4	再三	再三	zàisān	repeatedly, again and again, over and over again, thrice, time and again
4	在乎	在乎	zàihū	care about, take ... to heart, lie in, rest with, worry, care, mind
